host_rx_time,source,source_id,timestamp_us,x,y,z,vector_norm
1778161386.631478,Gyro,1,74246098,-116,-102,52,162.985
1778161386.631481,Gyro,1,74247104,-118,-106,54,167.559
1778161386.686529,Gyro,1,74248095,-120,-108,55,170.555
1778161386.686539,Gyro,1,74249097,-122,-107,56,171.665
1778161386.686543,Gyro,1,74250101,-124,-107,60,174.428
1778161386.686546,Gyro,1,74251096,-124,-108,63,176.094
1778161386.686549,Gyro,1,74252097,-124,-110,64,177.685
1778161386.686552,Gyro,1,74253096,-124,-113,64,179.558
1778161386.686555,Gyro,1,74254098,-125,-115,63,181.160
1778161386.686557,Gyro,1,74255104,-127,-116,63,183.178
1778161386.686560,Gyro,1,74256098,-128,-117,66,185.551
1778161386.686563,Gyro,1,74257104,-129,-119,69,188.582
1778161386.686661,Gyro,1,74258103,-131,-120,71,191.316
1778161386.686664,Gyro,1,74259102,-135,-123,71,195.946
1778161386.686667,Gyro,1,74260100,-137,-126,70,198.859
1778161386.686669,Gyro,1,74261104,-136,-126,72,198.887
1778161386.686672,Gyro,1,74262100,-135,-126,74,198.940
1778161386.686674,Gyro,1,74263102,-137,-127,77,202.057
1778161386.686677,Gyro,1,74264101,-138,-129,78,204.375
1778161386.686679,Gyro,1,74265096,-141,-128,79,206.170
1778161386.686682,Gyro,1,74266097,-143,-128,81,208.312
1778161386.686685,Gyro,1,74267099,-144,-131,84,212.021
1778161386.686788,Accel,2,74243959,-1091,-1668,-770,2136.681
1778161386.686791,Accel,2,74244955,-1070,-1664,-781,2126.913
1778161386.686794,Accel,2,74245957,-1064,-1658,-809,2129.681
1778161386.686797,Accel,2,74246953,-1078,-1651,-821,2135.867
1778161386.686800,Accel,2,74247961,-1090,-1653,-810,2139.301
1778161386.686803,Accel,2,74248956,-1108,-1645,-808,2141.624
1778161386.686805,Accel,2,74249957,-1133,-1634,-797,2142.161
1778161386.686808,Accel,2,74250957,-1144,-1621,-769,2127.848
1778161386.686810,Accel,2,74251932,-1156,-1606,-754,2117.567
1778161386.686813,Accel,2,74252957,-1181,-1597,-750,2123.127
1778161386.686911,Gyro,1,74268105,-145,-133,86,214.732
1778161386.686914,Gyro,1,74269096,-144,-135,87,215.708
1778161386.686916,Gyro,1,74270103,-145,-137,86,217.233
1778161386.686919,Gyro,1,74271104,-147,-139,87,220.225
1778161386.686922,Gyro,1,74272098,-149,-140,87,222.194
1778161386.686925,Gyro,1,74273104,-150,-139,86,221.849
1778161386.686927,Gyro,1,74274105,-150,-140,86,222.477
1778161386.686930,Gyro,1,74275097,-151,-141,90,225.349
1778161386.686932,Gyro,1,74276097,-152,-143,93,228.478
1778161386.686935,Gyro,1,74277098,-152,-144,93,229.105
1778161386.687039,Accel,2,74243959,-1091,-1668,-770,2136.681
1778161386.687042,Accel,2,74244955,-1070,-1664,-781,2126.913
1778161386.687045,Accel,2,74245957,-1064,-1658,-809,2129.681
1778161386.687048,Accel,2,74246953,-1078,-1651,-821,2135.867
1778161386.687050,Accel,2,74247961,-1090,-1653,-810,2139.301
1778161386.687053,Accel,2,74248956,-1108,-1645,-808,2141.624
1778161386.687055,Accel,2,74249957,-1133,-1634,-797,2142.161
1778161386.687058,Accel,2,74250957,-1144,-1621,-769,2127.848
1778161386.687060,Accel,2,74251932,-1156,-1606,-754,2117.567
1778161386.687063,Accel,2,74252957,-1181,-1597,-750,2123.127
1778161386.687163,Gyro,1,74278099,-152,-146,94,230.773
1778161386.687166,Gyro,1,74279096,-152,-145,95,230.552
1778161386.687168,Gyro,1,74280097,-152,-146,95,231.182
1778161386.687171,Gyro,1,74281098,-153,-147,94,232.065
1778161386.687173,Gyro,1,74282099,-153,-149,93,232.936
1778161386.687176,Gyro,1,74283104,-155,-150,93,234.891
1778161386.687179,Gyro,1,74284098,-158,-152,93,238.153
1778161386.687181,Gyro,1,74285104,-158,-154,93,239.435
1778161386.687184,Gyro,1,74286098,-157,-154,92,238.388
1778161386.687186,Gyro,1,74287097,-155,-155,93,238.116
1778161386.687290,Gyro,1,74288096,-156,-157,95,240.853
1778161386.687292,Gyro,1,74289097,-158,-158,94,242.413
1778161386.687295,Gyro,1,74290111,-159,-158,93,242.681
1778161386.687298,Gyro,1,74291096,-159,-160,93,243.988
1778161386.687300,Gyro,1,74292105,-159,-160,94,244.371
1778161386.687303,Gyro,1,74293100,-159,-160,93,243.988
1778161386.687305,Gyro,1,74294096,-160,-159,94,244.371
1778161386.687307,Gyro,1,74295097,-162,-159,96,246.457
1778161386.687310,Gyro,1,74296098,-161,-161,96,247.099
1778161386.687312,Gyro,1,74297099,-160,-162,95,246.716
1778161386.687409,Accel,2,74253955,-1194,-1591,-740,2122.385
1778161386.687412,Accel,2,74254955,-1195,-1581,-725,2110.263
1778161386.687415,Accel,2,74255956,-1196,-1576,-710,2101.973
1778161386.687417,Accel,2,74256957,-1201,-1571,-720,2104.481
1778161386.687420,Accel,2,74257932,-1208,-1555,-720,2096.590
1778161386.687423,Accel,2,74258932,-1203,-1548,-702,2082.383
1778161386.687425,Accel,2,74259955,-1204,-1553,-696,2084.668
1778161386.687427,Accel,2,74260956,-1214,-1549,-691,2085.828
1778161386.687430,Accel,2,74261957,-1209,-1554,-686,2084.992
1778161386.687432,Accel,2,74262932,-1203,-1559,-679,2082.962
1778161386.687534,Accel,2,74263956,-1197,-1546,-666,2065.546
1778161386.687537,Accel,2,74264957,-1190,-1540,-661,2055.388
1778161386.687583,Accel,2,74265932,-1182,-1552,-667,2061.727
1778161386.687588,Accel,2,74266958,-1174,-1559,-660,2060.184
1778161386.687591,Accel,2,74267933,-1169,-1559,-662,2057.981
1778161386.687594,Accel,2,74268955,-1168,-1559,-669,2059.676
1778161386.687597,Accel,2,74269955,-1155,-1564,-667,2055.483
1778161386.687601,Accel,2,74270956,-1133,-1569,-667,2047.032
1778161386.687603,Accel,2,74271957,-1130,-1576,-656,2047.196
1778161386.687606,Accel,2,74272957,-1129,-1585,-646,2050.410
1778161386.687704,Gyro,1,74298104,-161,-161,96,247.099
1778161386.687707,Gyro,1,74299104,-163,-160,95,247.374
1778161386.687710,Gyro,1,74300098,-163,-161,95,248.022
1778161386.687713,Gyro,1,74301104,-162,-162,95,248.018
1778161386.687715,Gyro,1,74302100,-160,-165,94,248.316
1778161386.687718,Gyro,1,74303097,-160,-168,95,250.697
1778161386.687721,Gyro,1,74304098,-160,-171,95,252.717
1778161386.687724,Gyro,1,74305104,-161,-173,95,254.706
1778161386.687727,Gyro,1,74306098,-162,-173,96,255.713
1778161386.687730,Gyro,1,74307099,-161,-172,96,254.403
1778161386.738784,Gyro,1,74308102,-160,-170,96,252.420
1778161386.738796,Gyro,1,74309098,-159,-168,95,250.060
1778161386.738799,Gyro,1,74310104,-159,-168,96,250.442
1778161386.738803,Gyro,1,74311098,-161,-168,97,252.099
1778161386.738805,Gyro,1,74312104,-160,-168,96,251.078
1778161386.738808,Gyro,1,74313098,-159,-168,94,249.682
1778161386.738856,Gyro,1,74314104,-158,-168,94,249.046
1778161386.738859,Gyro,1,74315098,-157,-168,95,248.793
1778161386.738862,Gyro,1,74316099,-158,-168,96,249.808
1778161386.738864,Gyro,1,74317104,-159,-170,95,251.408
1778161386.738970,Accel,2,74273956,-1116,-1592,-636,2045.585
1778161386.738973,Accel,2,74274959,-1112,-1603,-629,2049.828
1778161386.738976,Accel,2,74275933,-1111,-1605,-631,2051.465
1778161386.738979,Accel,2,74276955,-1103,-1606,-637,2049.784
1778161386.738982,Accel,2,74277956,-1095,-1609,-643,2049.721
1778161386.738985,Accel,2,74278957,-1085,-1609,-638,2042.829
1778161386.738988,Accel,2,74279932,-1076,-1607,-627,2033.065
1778161386.738990,Accel,2,74280957,-1077,-1611,-621,2034.918
1778161386.738993,Accel,2,74281932,-1085,-1610,-619,2037.765
1778161386.738996,Accel,2,74282958,-1085,-1609,-613,2035.160
1778161386.739093,Gyro,1,74318096,-160,-168,93,249.946
1778161386.739096,Gyro,1,74319096,-160,-165,92,247.566
1778161386.739098,Gyro,1,74320101,-160,-164,93,247.275
1778161386.739101,Gyro,1,74321096,-158,-165,94,247.032
1778161386.739104,Gyro,1,74322111,-157,-164,93,245.345
1778161386.739106,Gyro,1,74323099,-156,-162,93,243.370
1778161386.739109,Gyro,1,74324106,-156,-160,93,242.043
1778161386.739111,Gyro,1,74325102,-157,-158,93,241.375
1778161386.739113,Gyro,1,74326101,-158,-157,93,241.375
1778161386.739116,Gyro,1,74327097,-159,-157,94,242.417
1778161386.739218,Accel,2,74283965,-1082,-1613,-619,2038.542
1778161386.739221,Accel,2,74284958,-1077,-1617,-631,2042.738
1778161386.739224,Accel,2,74285964,-1074,-1622,-631,2045.121
1778161386.739226,Accel,2,74286958,-1077,-1629,-628,2051.330
1778161386.739229,Accel,2,74287933,-1081,-1633,-630,2057.219
1778161386.739232,Accel,2,74288967,-1084,-1634,-634,2060.817
1778161386.739234,Accel,2,74289958,-1086,-1641,-634,2067.422
1778161386.739237,Accel,2,74290956,-1090,-1641,-632,2068.914
1778161386.739239,Accel,2,74291971,-1096,-1633,-628,2064.531
1778161386.739242,Accel,2,74292955,-1100,-1626,-614,2056.908
1778161386.739346,Gyro,1,74328103,-160,-156,94,242.429
1778161386.739349,Gyro,1,74329109,-157,-153,93,238.132
1778161386.739352,Gyro,1,74330103,-155,-149,94,234.653
1778161386.739354,Gyro,1,74331104,-155,-148,94,234.019
1778161386.739357,Gyro,1,74332098,-155,-147,93,232.987
1778161386.739360,Gyro,1,74333096,-156,-145,92,232.002
1778161386.739362,Gyro,1,74334099,-157,-144,92,232.054
1778161386.739365,Gyro,1,74335096,-157,-145,92,232.676
1778161386.739368,Gyro,1,74336097,-156,-144,90,230.591
1778161386.739370,Gyro,1,74337097,-155,-143,89,228.900
1778161386.739472,Gyro,1,74338097,-155,-140,88,226.647
1778161386.739475,Gyro,1,74339097,-156,-137,89,225.889
1778161386.739477,Gyro,1,74340098,-154,-132,90,221.901
1778161386.739480,Gyro,1,74341101,-152,-131,89,219.513
1778161386.739482,Gyro,1,74342096,-151,-130,89,218.225
1778161386.739485,Gyro,1,74343097,-151,-130,91,219.048
1778161386.739487,Gyro,1,74344098,-151,-128,90,217.451
1778161386.739490,Gyro,1,74345104,-150,-127,89,215.754
1778161386.739492,Gyro,1,74346098,-151,-124,90,215.121
1778161386.739495,Gyro,1,74347098,-152,-123,90,215.251
1778161386.739598,Accel,2,74293957,-1100,-1622,-602,2050.192
1778161386.739601,Accel,2,74294957,-1099,-1610,-602,2040.173
1778161386.739604,Accel,2,74295957,-1106,-1592,-599,2028.916
1778161386.739607,Accel,2,74296958,-1120,-1584,-605,2032.112
1778161386.739609,Accel,2,74297955,-1134,-1576,-618,2037.561
1778161386.739612,Accel,2,74298955,-1138,-1558,-624,2027.753
1778161386.739614,Accel,2,74299956,-1136,-1549,-639,2024.406
1778161386.739617,Accel,2,74300957,-1142,-1551,-652,2033.438
1778161386.739619,Accel,2,74301932,-1152,-1563,-643,2045.366
1778161386.739622,Accel,2,74302958,-1153,-1569,-641,2049.890
1778161386.739719,Accel,2,74303956,-1160,-1558,-640,2045.132
1778161386.739722,Accel,2,74304961,-1172,-1557,-638,2050.580
1778161386.739724,Accel,2,74305957,-1192,-1580,-641,2080.419
1778161386.739727,Accel,2,74306933,-1175,-1567,-644,2061.759
1778161386.739729,Accel,2,74307961,-1186,-1565,-662,2072.213
1778161386.739732,Accel,2,74308955,-1183,-1559,-671,2068.867
1778161386.739735,Accel,2,74309933,-1167,-1536,-672,2042.736
1778161386.739737,Accel,2,74310956,-1175,-1546,-683,2058.453
1778161386.739739,Accel,2,74311932,-1172,-1550,-697,2064.435
1778161386.739742,Accel,2,74312956,-1191,-1558,-707,2084.633
1778161386.791090,Accel,2,74313955,-1196,-1559,-713,2090.279
1778161386.791097,Accel,2,74314957,-1214,-1561,-718,2103.816
1778161386.791100,Accel,2,74315955,-1218,-1553,-721,2101.232
1778161386.791103,Accel,2,74316957,-1224,-1531,-718,2087.501
1778161386.791106,Accel,2,74317932,-1232,-1530,-718,2091.470
1778161386.791108,Accel,2,74318957,-1222,-1543,-719,2095.494
1778161386.791111,Accel,2,74319932,-1215,-1535,-726,2087.948
1778161386.791113,Accel,2,74320957,-1220,-1535,-722,2089.476
1778161386.791116,Accel,2,74321932,-1223,-1549,-718,2100.156
1778161386.791119,Accel,2,74322958,-1228,-1555,-728,2110.922
1778161386.791219,Gyro,1,74348105,-152,-121,90,214.114
1778161386.791222,Gyro,1,74349105,-150,-122,89,212.850
1778161386.791225,Gyro,1,74350096,-148,-124,88,212.189
1778161386.791228,Gyro,1,74351102,-148,-122,88,211.026
1778161386.791230,Gyro,1,74352096,-147,-121,88,209.747
1778161386.791233,Gyro,1,74353097,-146,-119,87,207.475
1778161386.791235,Gyro,1,74354098,-145,-116,86,204.639
1778161386.791238,Gyro,1,74355104,-144,-114,87,203.226
1778161386.791240,Gyro,1,74356098,-141,-113,86,200.115
1778161386.791242,Gyro,1,74357104,-138,-113,87,198.449
1778161386.791343,Gyro,1,74348105,-152,-121,90,214.114
1778161386.791346,Gyro,1,74349105,-150,-122,89,212.850
1778161386.791348,Gyro,1,74350096,-148,-124,88,212.189
1778161386.791350,Gyro,1,74351102,-148,-122,88,211.026
1778161386.791353,Gyro,1,74352096,-147,-121,88,209.747
1778161386.791356,Gyro,1,74353097,-146,-119,87,207.475
1778161386.791358,Gyro,1,74354098,-145,-116,86,204.639
1778161386.791360,Gyro,1,74355104,-144,-114,87,203.226
1778161386.791363,Gyro,1,74356098,-141,-113,86,200.115
1778161386.791365,Gyro,1,74357104,-138,-113,87,198.449
1778161386.791462,Gyro,1,74358106,-139,-112,88,199.020
1778161386.791465,Gyro,1,74359104,-140,-112,88,199.720
1778161386.791467,Gyro,1,74360098,-142,-112,88,201.127
1778161386.791470,Gyro,1,74361104,-141,-111,87,199.427
1778161386.791472,Gyro,1,74362098,-140,-110,85,197.294
1778161386.791474,Gyro,1,74363101,-138,-106,82,192.364
1778161386.791477,Gyro,1,74364097,-137,-104,81,190.121
1778161386.791479,Gyro,1,74365101,-136,-104,81,189.402
1778161386.791482,Gyro,1,74366100,-136,-103,82,189.285
1778161386.791484,Gyro,1,74367105,-134,-103,84,188.735
1778161386.845334,Gyro,1,74368100,-132,-102,82,185.882
1778161386.845343,Gyro,1,74369104,-132,-100,80,183.913
1778161386.845346,Gyro,1,74370098,-132,-97,78,181.430
1778161386.845381,Gyro,1,74371104,-131,-97,79,181.138
1778161386.845384,Gyro,1,74372098,-130,-98,80,181.395
1778161386.845387,Gyro,1,74373099,-130,-100,78,181.615
1778161386.845390,Gyro,1,74374104,-131,-100,76,181.486
1778161386.845392,Gyro,1,74375098,-131,-99,75,180.519
1778161386.845395,Gyro,1,74376104,-131,-98,75,179.972
1778161386.845398,Gyro,1,74377098,-130,-96,74,177.741
1778161386.845462,Accel,2,74323956,-1229,-1560,-742,2120.048
1778161386.845465,Accel,2,74324957,-1216,-1556,-757,2114.909
1778161386.845468,Accel,2,74325932,-1211,-1549,-767,2110.500
1778161386.845471,Accel,2,74326958,-1210,-1555,-768,2114.698
1778161386.845474,Accel,2,74327933,-1205,-1564,-753,2113.085
1778161386.845477,Accel,2,74328955,-1205,-1567,-734,2108.618
1778161386.845521,Accel,2,74329956,-1195,-1575,-729,2107.152
1778161386.845524,Accel,2,74330957,-1184,-1587,-737,2112.722
1778161386.845526,Accel,2,74331964,-1188,-1589,-730,2114.040
1778161386.845529,Accel,2,74332955,-1181,-1596,-723,2112.985
1778161386.845632,Gyro,1,74378104,-126,-96,73,174.416
1778161386.845635,Gyro,1,74379098,-122,-97,72,171.689
1778161386.845637,Gyro,1,74380104,-119,-97,72,169.570
1778161386.845640,Gyro,1,74381098,-118,-97,71,168.446
1778161386.845643,Gyro,1,74382103,-118,-97,72,168.870
1778161386.845645,Gyro,1,74383097,-119,-97,74,170.429
1778161386.845648,Gyro,1,74384098,-119,-97,74,170.429
1778161386.845650,Gyro,1,74385104,-118,-98,71,169.024
1778161386.845653,Gyro,1,74386098,-115,-99,68,166.283
1778161386.845655,Gyro,1,74387104,-113,-100,68,165.508
1778161386.845709,Accel,2,74333958,-1159,-1605,-723,2107.614
1778161386.845712,Accel,2,74334933,-1151,-1602,-729,2103.009
1778161386.845715,Accel,2,74335932,-1153,-1595,-737,2101.572
1778161386.845718,Accel,2,74336932,-1153,-1591,-737,2098.537
1778161386.845720,Accel,2,74337957,-1148,-1594,-725,2093.888
1778161386.845777,Accel,2,74338932,-1142,-1601,-711,2091.145
1778161386.845780,Accel,2,74339956,-1146,-1605,-703,2093.693
1778161386.845783,Accel,2,74340931,-1151,-1609,-693,2096.171
1778161386.845785,Accel,2,74341957,-1149,-1603,-695,2091.132
1778161386.845788,Accel,2,74342961,-1141,-1596,-695,2081.375
1778161386.845892,Gyro,1,74388105,-113,-100,71,166.763
1778161386.845895,Gyro,1,74389105,-111,-99,72,165.245
1778161386.845897,Gyro,1,74390102,-110,-98,70,163.107
1778161386.845900,Gyro,1,74391096,-109,-98,67,161.165
1778161386.845903,Gyro,1,74392097,-108,-99,65,160.281
1778161386.845905,Gyro,1,74393098,-107,-98,65,158.991
1778161386.845908,Gyro,1,74394104,-104,-98,64,156.576
1778161386.845910,Gyro,1,74395098,-102,-99,63,155.480
1778161386.845913,Gyro,1,74396105,-101,-101,61,155.316
1778161386.845915,Gyro,1,74397096,-101,-102,61,155.968
1778161386.846019,Accel,2,74333958,-1159,-1605,-723,2107.614
1778161386.846022,Accel,2,74334933,-1151,-1602,-729,2103.009
1778161386.846024,Accel,2,74335932,-1153,-1595,-737,2101.572
1778161386.846027,Accel,2,74336932,-1153,-1591,-737,2098.537
1778161386.846030,Accel,2,74337957,-1148,-1594,-725,2093.888
1778161386.846033,Accel,2,74338932,-1142,-1601,-711,2091.145
1778161386.846036,Accel,2,74339956,-1146,-1605,-703,2093.693
1778161386.846038,Accel,2,74340931,-1151,-1609,-693,2096.171
1778161386.846041,Accel,2,74341957,-1149,-1603,-695,2091.132
1778161386.846044,Accel,2,74342961,-1141,-1596,-695,2081.375
1778161386.846145,Accel,2,74343965,-1147,-1598,-672,2078.653
1778161386.846148,Accel,2,74344932,-1150,-1602,-662,2080.180
1778161386.846150,Accel,2,74345959,-1142,-1599,-670,2076.021
1778161386.846153,Accel,2,74346957,-1129,-1584,-667,2056.353
1778161386.846155,Accel,2,74347953,-1120,-1574,-669,2044.367
1778161386.846158,Accel,2,74348955,-1128,-1574,-670,2049.088
1778161386.846160,Accel,2,74349955,-1133,-1577,-660,2050.907
1778161386.846163,Accel,2,74350956,-1132,-1579,-656,2050.610
1778161386.846166,Accel,2,74351953,-1124,-1587,-653,2051.427
1778161386.846169,Accel,2,74352955,-1123,-1590,-652,2052.884
1778161386.846194,Gyro,1,74398103,-100,-102,65,156.936
1778161386.846197,Gyro,1,74399098,-98,-102,67,156.515
1778161386.846278,Gyro,1,74400098,-98,-100,65,154.366
1778161386.846281,Gyro,1,74401104,-96,-97,63,150.313
1778161386.846283,Gyro,1,74402098,-95,-96,60,147.787
1778161386.846286,Gyro,1,74403104,-94,-97,57,146.608
1778161386.846289,Gyro,1,74404100,-93,-97,56,145.582
1778161386.846291,Gyro,1,74405104,-92,-98,58,146.397
1778161386.846293,Gyro,1,74406098,-93,-100,58,148.368
1778161386.846296,Gyro,1,74407098,-92,-100,56,146.969
1778161386.846394,Accel,2,74353955,-1126,-1584,-647,2048.302
1778161386.846396,Accel,2,74354932,-1119,-1579,-633,2036.195
1778161386.846399,Accel,2,74355963,-1121,-1580,-629,2036.831
1778161386.846402,Accel,2,74356962,-1123,-1580,-632,2038.861
1778161386.846404,Accel,2,74357956,-1118,-1576,-639,2035.196
1778161386.846407,Accel,2,74358957,-1114,-1575,-651,2036.031
1778161386.846409,Accel,2,74359955,-1114,-1570,-647,2030.888
1778161386.846412,Accel,2,74360956,-1115,-1572,-638,2030.136
1778161386.846414,Accel,2,74361959,-1116,-1575,-642,2034.268
1778161386.846417,Accel,2,74362955,-1115,-1578,-637,2034.472
1778161386.846516,Gyro,1,74408105,-90,-100,54,144.969
1778161386.846519,Gyro,1,74409099,-86,-98,54,141.124
1778161386.846521,Gyro,1,74410104,-84,-95,54,137.830
1778161386.846524,Gyro,1,74411098,-84,-91,55,135.506
1778161386.846526,Gyro,1,74412104,-85,-92,53,136.007
1778161386.846528,Gyro,1,74413099,-84,-95,51,136.682
1778161386.846531,Gyro,1,74414096,-83,-94,49,134.633
1778161386.846533,Gyro,1,74415097,-83,-93,48,133.574
1778161386.846536,Gyro,1,74416106,-81,-92,45,130.576
1778161386.846538,Gyro,1,74417098,-79,-90,43,127.240
1778161386.899601,Gyro,1,74418104,-77,-87,43,123.883
1778161386.899609,Gyro,1,74419105,-76,-86,43,122.560
1778161386.899613,Gyro,1,74420095,-75,-86,43,121.943
1778161386.899616,Gyro,1,74421102,-72,-84,41,117.987
1778161386.899619,Gyro,1,74422097,-71,-83,41,116.666
1778161386.899622,Gyro,1,74423100,-71,-83,40,116.319
1778161386.899625,Gyro,1,74424104,-71,-82,39,115.265
1778161386.899627,Gyro,1,74425095,-70,-81,37,113.270
1778161386.899630,Gyro,1,74426097,-68,-81,36,111.718
1778161386.899632,Gyro,1,74427101,-68,-82,36,112.446
1778161386.899738,Accel,2,74363955,-1114,-1575,-638,2031.912
1778161386.899741,Accel,2,74364956,-1110,-1568,-644,2026.193
1778161386.899744,Accel,2,74365957,-1110,-1571,-632,2024.738
1778161386.899746,Accel,2,74366958,-1109,-1578,-640,2032.133
1778161386.899749,Accel,2,74367933,-1117,-1585,-647,2044.144
1778161386.899752,Accel,2,74368955,-1124,-1585,-646,2047.661
1778161386.899754,Accel,2,74369956,-1116,-1584,-653,2044.730
1778161386.899757,Accel,2,74370957,-1114,-1578,-650,2038.033
1778161386.899759,Accel,2,74371932,-1116,-1572,-652,2035.128
1778161386.899762,Accel,2,74372957,-1118,-1573,-651,2036.677
1778161386.899840,Gyro,1,74428095,-67,-81,35,110.793
1778161386.899843,Gyro,1,74429097,-64,-79,35,107.527
1778161386.899845,Gyro,1,74430098,-62,-77,32,103.909
1778161386.899848,Gyro,1,74431104,-62,-75,28,101.257
1778161386.899850,Gyro,1,74432098,-62,-74,28,100.519
1778161386.899853,Gyro,1,74433102,-60,-71,29,97.376
1778161386.899855,Gyro,1,74434096,-58,-67,28,92.935
1778161386.899857,Gyro,1,74435096,-56,-65,27,89.944
1778161386.899882,Gyro,1,74436098,-56,-65,25,89.364
1778161386.899884,Gyro,1,74437099,-54,-66,22,88.068
1778161386.899980,Gyro,1,74438105,-52,-64,22,85.346
1778161386.899983,Gyro,1,74439105,-51,-62,23,83.510
1778161386.899986,Gyro,1,74440097,-51,-60,23,82.037
1778161386.899988,Gyro,1,74441098,-51,-59,22,81.031
1778161386.899991,Gyro,1,74442098,-49,-58,19,78.269
1778161386.899993,Gyro,1,74443099,-48,-56,17,75.690
1778161386.899995,Gyro,1,74444104,-48,-53,16,73.273
1778161386.899998,Gyro,1,74445099,-46,-51,16,70.520
1778161386.900000,Gyro,1,74446097,-45,-49,17,68.666
1778161386.900003,Gyro,1,74447099,-45,-48,16,67.713
1778161386.900102,Accel,2,74373955,-1117,-1573,-649,2035.490
1778161386.900104,Accel,2,74374957,-1113,-1575,-653,2036.125
1778161386.900107,Accel,2,74375932,-1120,-1577,-655,2042.144
1778161386.900109,Accel,2,74376958,-1124,-1583,-660,2050.577
1778161386.900112,Accel,2,74377956,-1127,-1583,-658,2051.580
1778161386.900141,Accel,2,74378956,-1130,-1578,-671,2053.588
1778161386.900144,Accel,2,74379957,-1126,-1578,-687,2056.679
1778161386.900147,Accel,2,74380932,-1128,-1584,-682,2060.719
1778161386.900149,Accel,2,74381957,-1137,-1583,-673,2061.938
1778161386.900152,Accel,2,74382932,-1136,-1578,-679,2059.520
1778161386.900248,Gyro,1,74448098,-44,-46,13,64.969
1778161386.900250,Gyro,1,74449099,-41,-44,11,61.139
1778161386.900253,Gyro,1,74450098,-40,-40,10,57.446
1778161386.900255,Gyro,1,74451098,-39,-37,9,54.507
1778161386.900258,Gyro,1,74452107,-40,-34,9,53.263
1778161386.900260,Gyro,1,74453097,-41,-32,9,52.783
1778161386.900262,Gyro,1,74454104,-40,-33,7,52.326
1778161386.900265,Gyro,1,74455098,-38,-33,5,50.577
1778161386.900267,Gyro,1,74456099,-35,-31,5,47.021
1778161386.900269,Gyro,1,74457113,-32,-29,4,43.370
1778161386.900295,Accel,2,74383956,-1134,-1584,-699,2069.689
1778161386.900297,Accel,2,74384957,-1142,-1587,-703,2077.725
1778161386.900379,Accel,2,74385932,-1145,-1591,-700,2081.419
1778161386.900381,Accel,2,74386969,-1146,-1593,-700,2083.498
1778161386.900384,Accel,2,74387932,-1155,-1584,-715,2086.697
1778161386.900386,Accel,2,74388955,-1153,-1586,-723,2089.865
1778161386.900389,Accel,2,74389956,-1144,-1595,-712,2087.991
1778161386.900391,Accel,2,74390933,-1125,-1601,-708,2080.887
1778161386.900393,Accel,2,74391955,-1125,-1602,-721,2086.114
1778161386.900396,Accel,2,74392932,-1150,-1596,-733,2099.287
1778161386.900492,Gyro,1,74458101,-31,-25,1,39.837
1778161386.900495,Gyro,1,74459104,-30,-22,-3,37.323
1778161386.900497,Gyro,1,74460098,-29,-21,-5,36.152
1778161386.900500,Gyro,1,74461097,-27,-21,-5,34.569
1778161386.900502,Gyro,1,74462096,-25,-17,-4,30.496
1778161386.900504,Gyro,1,74463097,-24,-14,-5,28.231
1778161386.900507,Gyro,1,74464095,-22,-11,-8,25.865
1778161386.900509,Gyro,1,74465097,-21,-10,-9,24.940
1778161386.900512,Gyro,1,74466100,-18,-9,-12,23.431
1778161386.900514,Gyro,1,74467098,-17,-10,-14,24.187
1778161386.900563,Accel,2,74393957,-1159,-1598,-728,2104.013
1778161386.900566,Accel,2,74394956,-1160,-1594,-731,2102.569
1778161386.900568,Accel,2,74395957,-1152,-1598,-734,2102.252
1778161386.900571,Accel,2,74396958,-1141,-1600,-733,2097.420
1778161386.900573,Accel,2,74397933,-1139,-1593,-735,2091.697
1778161386.900624,Accel,2,74398959,-1152,-1595,-732,2099.274
1778161386.900627,Accel,2,74399953,-1152,-1601,-720,2099.692
1778161386.900629,Accel,2,74400955,-1154,-1602,-726,2103.615
1778161386.900632,Accel,2,74401956,-1162,-1597,-735,2107.339
1778161386.900634,Accel,2,74402957,-1156,-1593,-726,2097.871
1778161386.900726,Gyro,1,74468101,-17,-10,-13,23.622
1778161386.900728,Gyro,1,74469102,-14,-10,-12,20.976
1778161386.900730,Gyro,1,74470096,-14,-8,-13,20.712
1778161386.900733,Gyro,1,74471097,-14,-5,-17,22.583
1778161386.900735,Gyro,1,74472098,-13,-2,-19,23.108
1778161386.900738,Gyro,1,74473104,-11,1,-20,22.847
1778161386.900740,Gyro,1,74474105,-11,1,-20,22.847
1778161386.900742,Gyro,1,74475102,-10,2,-19,21.564
1778161386.900745,Gyro,1,74476096,-8,5,-20,22.113
1778161386.900747,Gyro,1,74477097,-6,9,-23,25.417
1778161386.954312,Gyro,1,74478105,-6,10,-24,26.683
1778161386.954319,Gyro,1,74479096,-5,10,-25,27.386
1778161386.954322,Gyro,1,74480097,-3,12,-27,29.698
1778161386.954325,Gyro,1,74481098,-3,14,-31,34.147
1778161386.954327,Gyro,1,74482099,-3,13,-31,33.749
1778161386.954330,Gyro,1,74483095,-2,12,-29,31.448
1778161386.954332,Gyro,1,74484105,0,14,-28,31.305
1778161386.954335,Gyro,1,74485104,2,17,-28,32.818
1778161386.954337,Gyro,1,74486098,4,17,-30,34.713
1778161386.954340,Gyro,1,74487104,4,17,-32,36.455
