host_rx_time,source,source_id,timestamp_us,x,y,z,vector_norm
1778161379.864332,Accel,2,67282728,-1126,-1591,-719,2077.527
1778161379.864348,Accel,2,67283704,-1130,-1591,-720,2080.044
1778161379.864354,Accel,2,67284728,-1133,-1592,-726,2084.521
1778161379.864358,Accel,2,67285726,-1135,-1593,-713,2081.884
1778161379.864361,Accel,2,67286727,-1139,-1593,-708,2082.363
1778161379.864365,Accel,2,67287704,-1141,-1593,-715,2085.846
1778161379.864368,Accel,2,67288726,-1149,-1586,-714,2084.561
1778161379.864370,Accel,2,67289726,-1154,-1580,-709,2081.057
1778161379.864373,Accel,2,67290727,-1152,-1583,-702,2079.855
1778161379.864375,Accel,2,67291727,-1158,-1592,-702,2090.032
1778161379.864478,Gyro,1,67417622,-7,-17,-43,46.765
1778161379.864481,Gyro,1,67418619,-6,-19,-45,49.214
1778161379.864484,Gyro,1,67419620,-5,-19,-43,47.276
1778161379.864487,Gyro,1,67420621,-4,-20,-41,45.793
1778161379.864489,Gyro,1,67421628,-4,-21,-40,45.354
1778161379.864492,Gyro,1,67422619,-5,-20,-42,46.787
1778161379.864494,Gyro,1,67423620,-5,-18,-44,47.802
1778161379.864496,Gyro,1,67424621,-8,-18,-42,46.390
1778161379.864499,Gyro,1,67425622,-10,-18,-40,44.989
1778161379.864502,Gyro,1,67426627,-10,-19,-39,44.520
1778161379.864602,Accel,2,67282728,-1126,-1591,-719,2077.527
1778161379.864605,Accel,2,67283704,-1130,-1591,-720,2080.044
1778161379.864608,Accel,2,67284728,-1133,-1592,-726,2084.521
1778161379.864610,Accel,2,67285726,-1135,-1593,-713,2081.884
1778161379.864613,Accel,2,67286727,-1139,-1593,-708,2082.363
1778161379.864615,Accel,2,67287704,-1141,-1593,-715,2085.846
1778161379.864618,Accel,2,67288726,-1149,-1586,-714,2084.561
1778161379.864620,Accel,2,67289726,-1154,-1580,-709,2081.057
1778161379.864622,Accel,2,67290727,-1152,-1583,-702,2079.855
1778161379.864624,Accel,2,67291727,-1158,-1592,-702,2090.032
1778161379.864723,Accel,2,67292726,-1159,-1587,-712,2090.166
1778161379.864726,Accel,2,67293727,-1150,-1582,-724,2085.522
1778161379.864728,Accel,2,67294728,-1141,-1585,-720,2081.467
1778161379.864731,Accel,2,67295703,-1143,-1584,-708,2077.684
1778161379.864733,Accel,2,67296729,-1151,-1582,-716,2083.310
1778161379.864736,Accel,2,67297730,-1144,-1588,-717,2084.363
1778161379.864738,Accel,2,67298724,-1140,-1594,-715,2086.064
1778161379.864740,Accel,2,67299726,-1142,-1595,-711,2086.555
1778161379.864743,Accel,2,67300727,-1144,-1593,-705,2084.085
1778161379.864745,Accel,2,67301728,-1149,-1590,-697,2081.853
1778161379.864787,Gyro,1,67427618,-10,-18,-40,44.989
1778161379.864790,Gyro,1,67428620,-8,-18,-41,45.486
1778161379.864792,Gyro,1,67429620,-6,-20,-40,45.122
1778161379.864872,Gyro,1,67430626,-6,-21,-38,43.829
1778161379.864875,Gyro,1,67431621,-5,-19,-36,41.012
1778161379.864878,Gyro,1,67432627,-6,-18,-37,41.581
1778161379.864880,Gyro,1,67433621,-7,-18,-38,42.626
1778161379.864882,Gyro,1,67434627,-6,-20,-39,44.238
1778161379.864885,Gyro,1,67435621,-5,-22,-38,44.193
1778161379.864887,Gyro,1,67436622,-7,-23,-39,45.815
1778161379.864989,Accel,2,67302728,-1145,-1589,-701,2080.228
1778161379.864992,Accel,2,67303728,-1142,-1593,-706,2083.326
1778161379.864994,Accel,2,67304703,-1143,-1588,-704,2079.377
1778161379.864997,Accel,2,67305728,-1139,-1576,-707,2069.045
1778161379.864999,Accel,2,67306703,-1138,-1577,-701,2067.214
1778161379.865001,Accel,2,67307729,-1145,-1584,-707,2078.444
1778161379.865004,Accel,2,67308727,-1144,-1587,-700,2077.813
1778161379.865006,Accel,2,67309727,-1136,-1586,-691,2069.631
1778161379.865009,Accel,2,67310727,-1129,-1585,-691,2065.030
1778161379.865011,Accel,2,67311728,-1128,-1583,-688,2061.945
1778161379.865105,Accel,2,67312702,-1133,-1587,-684,2066.425
1778161379.865108,Accel,2,67313702,-1132,-1586,-681,2064.117
1778161379.865111,Accel,2,67314727,-1127,-1582,-672,2055.344
1778161379.865113,Accel,2,67315728,-1123,-1582,-675,2054.137
1778161379.865116,Accel,2,67316729,-1126,-1582,-677,2056.436
1778161379.865118,Accel,2,67317704,-1131,-1583,-666,2056.357
1778161379.865121,Accel,2,67318726,-1123,-1582,-671,2052.826
1778161379.865123,Accel,2,67319727,-1119,-1587,-665,2052.548
1778161379.865126,Accel,2,67320728,-1120,-1587,-668,2054.067
1778161379.865142,Accel,2,67321703,-1123,-1583,-676,2055.236
1778161379.865234,Gyro,1,67437626,-10,-22,-39,45.880
1778161379.865236,Gyro,1,67438627,-9,-19,-39,44.306
1778161379.865239,Gyro,1,67439621,-8,-18,-39,43.692
1778161379.865241,Gyro,1,67440622,-6,-19,-39,43.795
1778161379.865243,Gyro,1,67441622,-7,-21,-38,43.977
1778161379.865245,Gyro,1,67442622,-8,-23,-37,44.294
1778161379.865248,Gyro,1,67443618,-7,-21,-36,42.261
1778161379.865250,Gyro,1,67444619,-7,-18,-36,40.853
1778161379.865253,Gyro,1,67445620,-8,-17,-35,39.724
1778161379.865255,Gyro,1,67446621,-9,-17,-36,40.817
1778161379.865355,Accel,2,67322732,-1123,-1581,-680,2055.016
1778161379.865358,Accel,2,67323701,-1123,-1584,-681,2057.655
1778161379.865360,Accel,2,67324726,-1125,-1589,-682,2062.928
1778161379.865363,Accel,2,67325727,-1122,-1592,-677,2061.960
1778161379.865365,Accel,2,67326728,-1124,-1593,-670,2061.535
1778161379.865368,Accel,2,67327726,-1126,-1586,-677,2059.515
1778161379.865370,Accel,2,67328727,-1121,-1584,-689,2059.228
1778161379.865373,Accel,2,67329738,-1126,-1587,-690,2064.593
1778161379.865375,Accel,2,67330728,-1124,-1589,-677,2060.734
1778161379.865377,Accel,2,67331725,-1119,-1580,-669,2048.444
1778161379.865471,Gyro,1,67447624,-7,-19,-37,42.178
1778161379.865474,Gyro,1,67448620,-8,-19,-38,43.232
1778161379.865477,Gyro,1,67449619,-9,-17,-39,43.486
1778161379.865479,Gyro,1,67450619,-11,-18,-40,45.222
1778161379.865482,Gyro,1,67451619,-10,-19,-39,44.520
1778161379.865484,Gyro,1,67452620,-11,-17,-37,42.178
1778161379.865486,Gyro,1,67453621,-12,-17,-38,43.324
1778161379.865489,Gyro,1,67454627,-11,-18,-38,43.463
1778161379.865491,Gyro,1,67455621,-10,-17,-36,41.049
1778161379.865493,Gyro,1,67456627,-9,-16,-37,41.304
1778161379.865591,Accel,2,67332727,-1129,-1577,-674,2053.253
1778161379.865594,Accel,2,67333728,-1130,-1587,-680,2063.460
1778161379.865596,Accel,2,67334729,-1128,-1590,-675,2063.034
1778161379.865599,Accel,2,67335704,-1129,-1591,-665,2061.103
1778161379.865601,Accel,2,67336726,-1129,-1594,-672,2065.687
1778161379.865604,Accel,2,67337724,-1127,-1592,-685,2067.321
1778161379.865606,Accel,2,67338702,-1131,-1588,-689,2067.759
1778161379.865609,Accel,2,67339726,-1132,-1584,-686,2064.237
1778161379.865611,Accel,2,67340737,-1127,-1582,-683,2058.966
1778161379.865614,Accel,2,67341728,-1124,-1587,-687,2062.502
1778161379.865710,Gyro,1,67457629,-9,-16,-38,42.202
1778161379.865712,Gyro,1,67458627,-9,-15,-38,41.833
1778161379.865715,Gyro,1,67459621,-10,-16,-37,41.533
1778161379.865717,Gyro,1,67460627,-11,-21,-37,43.943
1778161379.865720,Gyro,1,67461627,-11,-23,-36,44.113
1778161379.865722,Gyro,1,67462619,-12,-22,-34,42.237
1778161379.865724,Gyro,1,67463618,-14,-22,-33,42.059
1778161379.865727,Gyro,1,67464621,-15,-21,-34,42.685
1778161379.865729,Gyro,1,67465621,-14,-21,-36,43.966
1778161379.865731,Gyro,1,67466623,-14,-21,-37,44.788
1778161379.865824,Accel,2,67342727,-1130,-1590,-701,2072.776
1778161379.865827,Accel,2,67343702,-1141,-1582,-710,2075.742
1778161379.865830,Accel,2,67344735,-1141,-1588,-699,2076.590
1778161379.865832,Accel,2,67345729,-1138,-1596,-689,2077.735
1778161379.865835,Accel,2,67346727,-1140,-1594,-693,2078.626
1778161379.865837,Accel,2,67347728,-1144,-1596,-700,2084.695
1778161379.865839,Accel,2,67348727,-1134,-1596,-696,2077.881
1778161379.865842,Accel,2,67349704,-1133,-1598,-704,2081.564
1778161379.865844,Accel,2,67350726,-1137,-1600,-712,2087.993
1778161379.865847,Accel,2,67351727,-1134,-1596,-715,2084.322
1778161379.865943,Accel,2,67352727,-1144,-1589,-721,2086.504
1778161379.865946,Accel,2,67353728,-1148,-1592,-709,2086.875
1778161379.865948,Accel,2,67354729,-1145,-1598,-705,2088.457
1778161379.865951,Accel,2,67355704,-1141,-1603,-715,2093.493
1778161379.865953,Accel,2,67356729,-1136,-1596,-718,2086.441
1778161379.865956,Accel,2,67357704,-1135,-1597,-724,2088.734
1778161379.865958,Accel,2,67358733,-1135,-1608,-730,2099.235
1778161379.865961,Accel,2,67359728,-1133,-1600,-721,2088.906
1778161379.865963,Accel,2,67360703,-1126,-1594,-724,2081.559
1778161379.866078,Accel,2,67361728,-1130,-1595,-739,2089.748
1778161379.866127,Accel,2,67362726,-1135,-1598,-734,2092.985
1778161379.866129,Accel,2,67363727,-1131,-1600,-724,2088.860
1778161379.866132,Accel,2,67364728,-1133,-1591,-726,2083.758
1778161379.866135,Accel,2,67365703,-1139,-1586,-727,2083.566
1778161379.866193,Accel,2,67366728,-1140,-1591,-721,2085.838
1778161379.866196,Accel,2,67367704,-1140,-1595,-713,2086.143
1778161379.866198,Accel,2,67368726,-1143,-1593,-719,2088.315
1778161379.866200,Accel,2,67369727,-1146,-1585,-729,2087.338
1778161379.866203,Accel,2,67370728,-1149,-1589,-723,2089.940
1778161379.866205,Accel,2,67371726,-1151,-1589,-723,2091.041
1778161379.866301,Gyro,1,67467619,-14,-23,-35,44.159
1778161379.866304,Gyro,1,67468620,-16,-24,-34,44.587
1778161379.866306,Gyro,1,67469625,-14,-24,-32,42.379
1778161379.866309,Gyro,1,67470624,-12,-24,-32,41.761
1778161379.866311,Gyro,1,67471619,-13,-25,-33,43.394
1778161379.866314,Gyro,1,67472627,-14,-25,-34,44.463
1778161379.866316,Gyro,1,67473622,-15,-25,-33,44.034
1778161379.866318,Gyro,1,67474627,-14,-26,-33,44.283
1778161379.866321,Gyro,1,67475621,-13,-27,-32,43.841
1778161379.866323,Gyro,1,67476627,-12,-28,-31,43.463
1778161379.866420,Accel,2,67372726,-1145,-1580,-722,2080.555
1778161379.866423,Accel,2,67373726,-1141,-1584,-713,2078.294
1778161379.866425,Accel,2,67374703,-1144,-1583,-707,2077.131
1778161379.866428,Accel,2,67375704,-1146,-1585,-708,2080.097
1778161379.866430,Accel,2,67376728,-1143,-1592,-706,2083.110
1778161379.866433,Accel,2,67377737,-1140,-1593,-708,2082.910
1778161379.866435,Accel,2,67378702,-1138,-1591,-712,2081.651
1778161379.866438,Accel,2,67379727,-1147,-1590,-701,2082.093
1778161379.866440,Accel,2,67380728,-1144,-1592,-694,2079.624
1778161379.866443,Accel,2,67381703,-1132,-1595,-699,2077.029
1778161379.866537,Accel,2,67382735,-1141,-1584,-714,2078.637
1778161379.866540,Accel,2,67383726,-1148,-1576,-715,2076.753
1778161379.866543,Accel,2,67384727,-1144,-1586,-701,2077.386
1778161379.866545,Accel,2,67385733,-1137,-1594,-689,2075.651
1778161379.866548,Accel,2,67386726,-1131,-1592,-680,2067.855
1778161379.866550,Accel,2,67387728,-1130,-1590,-685,2067.420
1778161379.866553,Accel,2,67388703,-1134,-1588,-700,2073.089
1778161379.866555,Accel,2,67389743,-1128,-1587,-710,2072.451
1778161379.866557,Accel,2,67390726,-1127,-1591,-697,2070.560
1778161379.866560,Accel,2,67391726,-1134,-1593,-679,2069.939
1778161379.866653,Accel,2,67392726,-1129,-1591,-686,2067.974
1778161379.866656,Accel,2,67393727,-1125,-1587,-696,2066.061
1778161379.866658,Accel,2,67394728,-1126,-1583,-692,2062.190
1778161379.866660,Accel,2,67395729,-1125,-1585,-689,2062.176
1778161379.866663,Accel,2,67396704,-1122,-1588,-697,2065.536
1778161379.866665,Accel,2,67397704,-1122,-1590,-696,2066.737
1778161379.866668,Accel,2,67398704,-1117,-1593,-689,2063.991
1778161379.866670,Accel,2,67399726,-1118,-1587,-688,2059.572
1778161379.866673,Accel,2,67400727,-1124,-1588,-689,2063.938
1778161379.866675,Accel,2,67401728,-1125,-1588,-686,2063.484
1778161379.866733,Accel,2,67402727,-1122,-1587,-681,2059.421
1778161379.866735,Accel,2,67403728,-1115,-1592,-678,2058.488
1778161379.866737,Accel,2,67404729,-1113,-1582,-675,2048.687
1778161379.866740,Accel,2,67405704,-1119,-1578,-683,2051.520
1778161379.866742,Accel,2,67406726,-1119,-1583,-677,2053.382
1778161379.866745,Accel,2,67407727,-1117,-1587,-674,2054.394
1778161379.866785,Accel,2,67408728,-1121,-1586,-692,2061.771
1778161379.866788,Accel,2,67409703,-1122,-1585,-677,2056.560
1778161379.866790,Accel,2,67410728,-1125,-1585,-665,2054.282
1778161379.866793,Accel,2,67411703,-1122,-1585,-674,2055.574
1778161379.866836,Accel,2,67412726,-1112,-1589,-682,2055.867
1778161379.866839,Accel,2,67413727,-1117,-1594,-687,2064.096
1778161379.866841,Accel,2,67414727,-1118,-1592,-681,2061.104
1778161379.866844,Accel,2,67415727,-1112,-1582,-676,2048.474
1778161379.916994,Accel,2,67416728,-1112,-1584,-673,2049.031
1778161379.917004,Accel,2,67417703,-1116,-1589,-673,2055.068
1778161379.917008,Accel,2,67418728,-1115,-1588,-684,2057.383
1778161379.917010,Accel,2,67419729,-1109,-1585,-690,2053.827
1778161379.917013,Accel,2,67420704,-1111,-1585,-675,2049.920
1778161379.917016,Accel,2,67421726,-1116,-1593,-677,2059.474
1778161379.917111,Gyro,1,67477621,-12,-28,-32,44.181
1778161379.917114,Gyro,1,67478619,-12,-26,-34,44.452
1778161379.917116,Gyro,1,67479622,-13,-26,-36,46.271
1778161379.917119,Gyro,1,67480627,-15,-29,-34,47.138
1778161379.917121,Gyro,1,67481621,-15,-29,-31,45.022
1778161379.917124,Gyro,1,67482627,-13,-29,-30,43.704
1778161379.917126,Gyro,1,67483621,-14,-31,-30,45.354
1778161379.917129,Gyro,1,67484622,-16,-32,-31,47.339
1778161379.917131,Gyro,1,67485627,-17,-31,-31,47.021
1778161379.917133,Gyro,1,67486621,-17,-29,-31,45.727
1778161379.917229,Accel,2,67422730,-1116,-1597,-694,2068.212
1778161379.917232,Accel,2,67423704,-1109,-1589,-697,2059.274
1778161379.917234,Accel,2,67424731,-1116,-1589,-698,2063.391
1778161379.917237,Accel,2,67425701,-1127,-1588,-699,2068.931
1778161379.917239,Accel,2,67426704,-1117,-1583,-704,2061.357
1778161379.917242,Accel,2,67427726,-1116,-1589,-710,2067.481
1778161379.917244,Accel,2,67428744,-1120,-1586,-712,2068.028
1778161379.917246,Accel,2,67429728,-1118,-1584,-710,2064.723
1778161379.917249,Accel,2,67430726,-1119,-1589,-706,2067.733
1778161379.917251,Accel,2,67431727,-1121,-1589,-700,2066.776
1778161379.917350,Accel,2,67432727,-1124,-1587,-706,2068.908
1778161379.917353,Accel,2,67433730,-1121,-1586,-715,2069.604
1778161379.917356,Accel,2,67434726,-1121,-1590,-719,2074.054
1778161379.917358,Accel,2,67435737,-1116,-1593,-720,2074.007
1778161379.917361,Accel,2,67436704,-1115,-1588,-718,2068.935
1778161379.917363,Accel,2,67437726,-1119,-1582,-721,2067.541
1778161379.917365,Accel,2,67438727,-1111,-1589,-717,2067.204
1778161379.917368,Accel,2,67439728,-1107,-1605,-727,2080.866
1778161379.917370,Accel,2,67440731,-1105,-1606,-732,2082.327
1778161379.917373,Accel,2,67441726,-1109,-1597,-729,2076.471
1778161379.917389,Accel,2,67442726,-1116,-1595,-726,2077.633
1778161379.917476,Accel,2,67443726,-1119,-1595,-723,2078.200
1778161379.917479,Accel,2,67444729,-1122,-1596,-724,2080.932
1778161379.917481,Accel,2,67445701,-1122,-1593,-725,2078.980
1778161379.917484,Accel,2,67446702,-1126,-1587,-727,2077.252
1778161379.917486,Accel,2,67447702,-1128,-1585,-726,2076.460
1778161379.917489,Accel,2,67448702,-1133,-1582,-730,2078.296
1778161379.917491,Accel,2,67449704,-1142,-1585,-727,2084.447
1778161379.917494,Accel,2,67450726,-1138,-1589,-720,2082.874
1778161379.917497,Accel,2,67451732,-1134,-1586,-723,2079.442
1778161379.917592,Accel,2,67452727,-1131,-1585,-723,2077.045
1778161379.917595,Accel,2,67453731,-1127,-1585,-723,2074.869
1778161379.917597,Accel,2,67454727,-1134,-1587,-713,2076.751
1778161379.917600,Accel,2,67455728,-1140,-1591,-716,2084.115
1778161379.917602,Accel,2,67456726,-1143,-1591,-726,2089.212
1778161379.917605,Accel,2,67457728,-1143,-1587,-711,2080.995
1778161379.917607,Accel,2,67458729,-1135,-1590,-699,2074.832
1778161379.917610,Accel,2,67459740,-1129,-1594,-705,2076.656
1778161379.917612,Accel,2,67460727,-1133,-1591,-715,2079.951
1778161379.917614,Accel,2,67461729,-1143,-1586,-715,2081.603
1778161379.917680,Gyro,1,67487626,-15,-28,-31,44.385
1778161379.917683,Gyro,1,67488627,-15,-28,-33,45.804
1778161379.917685,Gyro,1,67489621,-16,-28,-34,46.861
1778161379.917688,Gyro,1,67490627,-15,-27,-33,45.200
1778161379.917690,Gyro,1,67491621,-14,-28,-30,43.359
1778161379.917692,Gyro,1,67492622,-14,-28,-29,42.673
1778161379.917695,Gyro,1,67493620,-16,-30,-30,45.343
1778161379.917728,Gyro,1,67494621,-18,-30,-31,46.744
1778161379.917730,Gyro,1,67495622,-20,-30,-30,46.904
1778161379.917733,Gyro,1,67496627,-21,-30,-29,46.712
1778161379.917827,Accel,2,67462727,-1137,-1589,-722,2083.020
1778161379.917829,Accel,2,67463728,-1134,-1589,-730,2084.173
1778161379.917832,Accel,2,67464703,-1139,-1592,-716,2084.332
1778161379.917834,Accel,2,67465728,-1140,-1590,-706,2079.937
1778161379.917837,Accel,2,67466703,-1147,-1586,-712,2082.774
1778161379.917883,Accel,2,67467728,-1151,-1590,-720,2090.766
1778161379.917887,Accel,2,67468704,-1139,-1589,-720,2083.421
1778161379.917889,Accel,2,67469726,-1138,-1594,-720,2086.691
1778161379.917892,Accel,2,67470730,-1146,-1600,-721,2095.986
1778161379.917895,Accel,2,67471727,-1143,-1594,-708,2085.317
1778161379.917993,Gyro,1,67497627,-20,-28,-30,45.651
1778161379.917996,Gyro,1,67498627,-18,-26,-31,44.283
1778161379.917998,Gyro,1,67499619,-17,-26,-31,43.886
1778161379.918001,Gyro,1,67500628,-16,-28,-31,44.733
1778161379.918003,Gyro,1,67501624,-16,-31,-31,46.669
1778161379.918006,Gyro,1,67502619,-16,-33,-30,47.381
1778161379.918008,Gyro,1,67503620,-16,-32,-29,46.054
1778161379.918011,Gyro,1,67504626,-17,-31,-30,46.368
1778161379.918013,Gyro,1,67505619,-19,-30,-33,48.477
1778161379.918015,Gyro,1,67506621,-21,-31,-33,49.910
1778161379.918111,Gyro,1,67507618,-21,-32,-32,49.890
1778161379.918114,Gyro,1,67508627,-21,-30,-31,47.979
1778161379.918116,Gyro,1,67509619,-22,-28,-31,47.212
1778161379.918118,Gyro,1,67510627,-22,-29,-31,47.812
1778161379.918121,Gyro,1,67511621,-20,-32,-33,50.130
1778161379.918123,Gyro,1,67512623,-19,-33,-33,50.388
1778161379.918126,Gyro,1,67513628,-20,-32,-32,49.477
1778161379.918128,Gyro,1,67514619,-21,-32,-31,49.254
1778161379.918130,Gyro,1,67515620,-19,-32,-30,47.802
1778161379.918132,Gyro,1,67516621,-16,-32,-30,46.690
1778161379.918230,Accel,2,67472728,-1133,-1588,-695,2070.859
1778161379.918233,Accel,2,67473703,-1129,-1592,-682,2067.421
1778161379.918235,Accel,2,67474704,-1132,-1597,-691,2075.889
1778161379.918238,Accel,2,67475727,-1132,-1603,-701,2083.851
1778161379.918240,Accel,2,67476726,-1140,-1603,-688,2083.879
1778161379.918242,Accel,2,67477704,-1139,-1589,-688,2072.580
1778161379.918245,Accel,2,67478725,-1136,-1584,-686,2066.434
1778161379.918247,Accel,2,67479726,-1145,-1589,-687,2075.552
1778161379.918250,Accel,2,67480727,-1153,-1590,-689,2081.401
1778161379.918253,Accel,2,67481704,-1148,-1592,-677,2076.222
1778161379.918348,Gyro,1,67517626,-18,-31,-32,48.052
1778161379.918350,Gyro,1,67518627,-22,-30,-33,49.729
1778161379.918353,Gyro,1,67519621,-23,-31,-33,50.784
1778161379.918355,Gyro,1,67520627,-22,-33,-31,50.339
1778161379.918357,Gyro,1,67521621,-21,-31,-30,47.979
1778161379.918360,Gyro,1,67522622,-21,-27,-31,46.163
1778161379.918363,Gyro,1,67523627,-22,-28,-31,47.212
1778161379.918365,Gyro,1,67524621,-22,-31,-31,49.051
1778161379.918367,Gyro,1,67525624,-21,-32,-33,50.537
1778161379.918370,Gyro,1,67526619,-21,-33,-34,51.827
1778161379.918394,Accel,2,67482724,-1145,-1590,-675,2072.378
1778161379.918396,Accel,2,67483727,-1138,-1586,-677,2066.100
1778161379.918474,Accel,2,67484736,-1135,-1588,-667,2062.731
1778161379.918477,Accel,2,67485724,-1144,-1591,-669,2070.647
1778161379.918479,Accel,2,67486731,-1142,-1589,-673,2069.303
1778161379.918481,Accel,2,67487726,-1136,-1585,-664,2060.004
1778161379.918484,Accel,2,67488728,-1143,-1585,-662,2063.230
1778161379.918486,Accel,2,67489729,-1148,-1591,-667,2072.215
1778161379.918488,Accel,2,67490741,-1145,-1596,-676,2077.310
1778161379.918491,Accel,2,67491726,-1145,-1593,-669,2072.736
1778161379.918557,Accel,2,67492731,-1140,-1587,-658,2061.828
1778161379.918560,Accel,2,67493704,-1143,-1587,-658,2063.488
1778161379.918563,Accel,2,67494726,-1143,-1586,-655,2061.764
1778161379.918565,Accel,2,67495704,-1138,-1594,-658,2066.118
1778161379.918568,Accel,2,67496703,-1136,-1599,-670,2072.727
1778161379.918570,Accel,2,67497742,-1132,-1594,-663,2064.420
1778161379.918572,Accel,2,67498726,-1129,-1587,-664,2057.694
1778161379.918609,Accel,2,67499727,-1132,-1583,-680,2061.483
1778161379.918612,Accel,2,67500728,-1129,-1587,-677,2061.926
1778161379.918614,Accel,2,67501729,-1135,-1586,-666,2060.868
1778161379.918711,Gyro,1,67527626,-22,-33,-33,51.595
1778161379.918713,Gyro,1,67528625,-23,-33,-31,50.784
1778161379.918715,Gyro,1,67529627,-24,-34,-32,52.498
1778161379.918718,Gyro,1,67530621,-24,-33,-31,51.245
1778161379.918720,Gyro,1,67531627,-25,-32,-31,51.088
1778161379.918722,Gyro,1,67532624,-25,-32,-32,51.701
1778161379.918725,Gyro,1,67533622,-24,-33,-33,52.479
1778161379.918727,Gyro,1,67534627,-24,-35,-35,55.009
1778161379.918729,Gyro,1,67535621,-22,-36,-34,54.185
1778161379.918731,Gyro,1,67536627,-23,-35,-32,52.707
1778161379.975656,Accel,2,67502729,-1143,-1583,-670,2064.277
1778161379.975664,Accel,2,67503726,-1136,-1592,-685,2072.242
1778161379.975668,Accel,2,67504727,-1133,-1599,-686,2076.315
1778161379.975671,Accel,2,67505728,-1131,-1592,-682,2068.514
1778161379.975673,Accel,2,67506729,-1130,-1588,-678,2063.572
1778161379.975676,Accel,2,67507724,-1130,-1590,-678,2065.111
1778161379.975679,Accel,2,67508726,-1122,-1593,-690,2067.035
1778161379.975681,Accel,2,67509727,-1121,-1589,-688,2062.742
1778161379.975684,Accel,2,67510703,-1128,-1589,-690,2067.222
1778161379.975686,Accel,2,67511729,-1126,-1594,-691,2070.312
1778161379.975782,Accel,2,67512729,-1124,-1592,-702,2071.387
1778161379.975784,Accel,2,67513724,-1123,-1591,-701,2069.737
1778161379.975787,Accel,2,67514729,-1127,-1590,-695,2069.119
1778161379.975789,Accel,2,67515740,-1131,-1586,-705,2071.613
1778161379.975792,Accel,2,67516728,-1129,-1584,-700,2067.292
1778161379.975794,Accel,2,67517703,-1132,-1583,-696,2066.816
1778161379.975797,Accel,2,67518703,-1125,-1586,-694,2064.620
1778161379.975799,Accel,2,67519728,-1124,-1588,-696,2066.286
1778161379.975802,Accel,2,67520703,-1133,-1579,-702,2066.333
1778161379.975804,Accel,2,67521728,-1130,-1579,-710,2067.424
1778161379.975902,Gyro,1,67537628,-23,-33,-32,51.400
1778161379.975905,Gyro,1,67538627,-22,-34,-34,52.877
1778161379.975908,Gyro,1,67539621,-22,-36,-35,54.818
1778161379.975911,Gyro,1,67540627,-22,-37,-36,56.116
1778161379.975914,Gyro,1,67541628,-23,-35,-36,55.227
1778161379.975916,Gyro,1,67542623,-24,-32,-34,52.498
1778161379.975920,Gyro,1,67543628,-25,-31,-33,51.720
1778161379.975922,Gyro,1,67544619,-26,-31,-32,51.585
1778161379.975925,Gyro,1,67545620,-26,-31,-32,51.585
1778161379.975928,Gyro,1,67546621,-24,-31,-33,51.245
1778161379.976025,Gyro,1,67547625,-24,-30,-35,51.971
1778161379.976028,Gyro,1,67548627,-24,-29,-35,51.400
1778161379.976030,Gyro,1,67549621,-25,-29,-33,50.547
1778161379.976033,Gyro,1,67550627,-25,-30,-34,51.778
1778161379.976036,Gyro,1,67551621,-26,-31,-36,54.157
1778161379.976039,Gyro,1,67552619,-26,-30,-35,52.924
1778161379.976042,Gyro,1,67553620,-27,-30,-35,53.423
1778161379.976044,Gyro,1,67554621,-27,-30,-36,54.083
1778161379.976047,Gyro,1,67555627,-26,-30,-37,54.268
1778161379.976050,Gyro,1,67556621,-25,-32,-37,54.936
1778161379.976148,Gyro,1,67557625,-24,-31,-38,54.599
1778161379.976151,Gyro,1,67558622,-25,-31,-37,54.360
1778161379.976154,Gyro,1,67559618,-27,-30,-37,54.754
1778161379.976157,Gyro,1,67560627,-28,-29,-38,55.399
1778161379.976159,Gyro,1,67561621,-25,-30,-37,53.796
1778161379.976162,Gyro,1,67562627,-24,-32,-37,54.489
1778161379.976164,Gyro,1,67563620,-25,-35,-37,56.736
1778161379.976166,Gyro,1,67564621,-24,-35,-37,56.303
1778161379.976169,Gyro,1,67565627,-24,-31,-37,53.907
1778161379.976171,Gyro,1,67566621,-24,-29,-38,53.488
1778161379.976270,Accel,2,67522728,-1133,-1587,-705,2073.471
1778161379.976274,Accel,2,67523703,-1134,-1589,-701,2074.193
1778161379.976278,Accel,2,67524729,-1130,-1586,-717,2075.183
1778161379.976281,Accel,2,67525704,-1133,-1585,-730,2080.580
1778161379.976284,Accel,2,67526726,-1138,-1585,-733,2084.360
1778161379.976286,Accel,2,67527727,-1134,-1581,-730,2078.080
1778161379.976289,Accel,2,67528728,-1131,-1582,-719,2073.366
1778161379.976291,Accel,2,67529704,-1132,-1578,-712,2068.442
1778161379.976293,Accel,2,67530740,-1124,-1579,-717,2066.569
1778161379.976296,Accel,2,67531726,-1124,-1590,-723,2077.066
1778161379.976330,Accel,2,67532727,-1129,-1589,-724,2079.360
1778161379.976333,Accel,2,67533742,-1129,-1582,-718,2071.929
1778161379.976335,Accel,2,67534726,-1127,-1582,-729,2074.679
1778161379.976408,Accel,2,67535737,-1125,-1586,-740,2080.534
1778161379.976411,Accel,2,67536727,-1127,-1588,-732,2080.312
1778161379.976413,Accel,2,67537703,-1130,-1588,-725,2079.488
1778161379.976415,Accel,2,67538728,-1127,-1593,-721,2080.293
1778161379.976448,Accel,2,67539729,-1128,-1600,-717,2084.820
1778161379.976453,Accel,2,67540704,-1130,-1604,-716,2088.629
