file,knock_index,knock_time_s,acc_peak_raw,swing_onset_time_s,latency_ms,gyro_threshold_raw
imu_capture_20260507_214259.csv,1,5.869229,4083.39478865319,6.108388,239.159,40
imu_capture_20260507_214259.csv,2,11.140821,4174.99377245045,11.265651,124.829999999999,41.5824
imu_capture_20260507_214259.csv,3,15.360394,2692.42158660192,15.375847,15.4530000000008,40
imu_capture_20260507_214259.csv,4,17.483584,2265.64207234947,NaN,NaN,40
imu_capture_20260507_214259.csv,5,21.252136,4016.12823500446,21.457252,205.116,40
